state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
MO,Missouri,27-Jun-20,13285,57.7,23024.26343,656,2.8,1811,60.3,54.2,66.5,3003.31675
MO,Missouri,28-Jun-20,12583,55.9,22509.839,655,2.9,1726,58.2,52.6,63.7,2965.635739
MO,Missouri,29-Jun-20,12819,57.5,22293.91304,757,3.4,1783,59.7,53.7,65.7,2986.599665
MO,Missouri,30-Jun-20,13913,61.3,22696.57423,795,3.5,1848,60.7,54.5,66.9,3044.481054
MO,Missouri,01-Jul-20,14091,61.9,22764.1357,792,3.5,1864,60.4,54.4,66.5,3086.092715
MO,Missouri,02-Jul-20,14544,62.1,23420.28986,893,3.8,2011,61.6,55.4,67.9,3264.61039
MO,Missouri,03-Jul-20,13018,58.4,22291.09589,842,3.8,1944,57.9,51.5,64.3,3357.512953
MO,Missouri,04-Jul-20,12075,54.1,22319.77819,776,3.5,1904,56.7,50,63.3,3358.024691
MO,Missouri,05-Jul-20,12041,54,22298.14815,800,3.6,1908,56.8,50.4,63.2,3359.15493
MO,Missouri,06-Jul-20,12692,57.1,22227.67075,894,4,1906,56.6,50.8,62.4,3367.491166
MO,Missouri,07-Jul-20,13715,61.6,22264.61039,975,4.4,2076,61.8,55.3,68.2,3359.223301
MS,Mississippi,01-Apr-20,4524,51.5,8784.466019,605,6.9,702,66.1,54.8,77.4,1062.027231
MS,Mississippi,02-Apr-20,4453,52.8,8433.712121,566,6.7,837,71.3,60.1,82.6,1173.913043
MS,Mississippi,03-Apr-20,4189,50.1,8361.277445,548,6.6,794,65.7,54.3,77.1,1208.523592
MS,Mississippi,04-Apr-20,3978,47.3,8410.147992,593,7,758,62.2,52.2,72.2,1218.649518
MS,Mississippi,05-Apr-20,4009,48,8352.083333,649,7.8,806,67.1,60.5,73.7,1201.19225
MS,Mississippi,06-Apr-20,4109,48.3,8507.246377,645,7.6,832,67,58,75.9,1241.791045
MS,Mississippi,07-Apr-20,4213,49.8,8459.839357,658,7.8,821,65.6,56.2,75,1251.52439
MS,Mississippi,08-Apr-20,4376,50.9,8597.249509,694,8.1,867,69.1,61.9,76.3,1254.703329
MS,Mississippi,09-Apr-20,4360,51.4,8482.490272,710,8.4,864,69.2,59.8,78.6,1248.554913
MS,Mississippi,10-Apr-20,4169,48.8,8543.032787,670,7.8,800,63.3,55.3,71.4,1263.823065
MS,Mississippi,11-Apr-20,4079,47.9,8515.65762,654,7.7,818,64.7,56.5,72.9,1264.296754
MS,Mississippi,12-Apr-20,4120,48.7,8459.958932,659,7.8,796,65.4,57.2,73.7,1217.125382
MS,Mississippi,13-Apr-20,4303,50.6,8503.952569,635,7.5,787,66.1,56.7,75.4,1190.620272
MS,Mississippi,14-Apr-20,4713,54.7,8616.087751,630,7.3,804,66.4,57.5,75.4,1210.843373
MS,Mississippi,15-Apr-20,4568,53.3,8570.356473,601,7,800,66.8,58,75.7,1197.60479
MS,Mississippi,16-Apr-20,4414,54.2,8143.911439,643,7.9,732,67.7,57.3,78.1,1081.240768
MS,Mississippi,17-Apr-20,4240,52.6,8060.836502,661,8.2,721,67.2,57.5,77,1072.916667
MS,Mississippi,18-Apr-20,4095,51.9,7890.17341,591,7.5,723,66.9,57.1,76.7,1080.717489
MS,Mississippi,19-Apr-20,4241,54.2,7824.723247,654,8.4,682,66.1,55,77.2,1031.770045
MS,Mississippi,20-Apr-20,4127,51.7,7982.591876,672,8.4,726,68.4,59.6,77.2,1061.403509
MS,Mississippi,21-Apr-20,4504,55.8,8071.684588,694,8.6,760,68.7,60.7,76.7,1106.259098
MS,Mississippi,22-Apr-20,4642,57.8,8031.141869,651,8.1,783,73.7,66.5,80.9,1062.415197
MS,Mississippi,23-Apr-20,4573,57.1,8008.756567,672,8.4,717,68.2,59,77.4,1051.319648
MS,Mississippi,24-Apr-20,4497,55.8,8059.139785,701,8.7,585,55.2,35.4,75,1059.782609
MS,Mississippi,25-Apr-20,4302,53.1,8101.694915,631,7.8,678,63.3,53.4,73.1,1071.090047
MS,Mississippi,26-Apr-20,4303,53.1,8103.578154,652,8,666,62.4,51.4,73.4,1067.307692
MS,Mississippi,27-Apr-20,4409,54.3,8119.705341,690,8.5,681,64.1,53.8,74.4,1062.402496
MS,Mississippi,28-Apr-20,4763,57.4,8297.909408,765,9.2,726,66.2,56.4,76,1096.676737
MS,Mississippi,29-Apr-20,4842,59.1,8192.893401,661,8.1,708,65.1,55.5,74.8,1087.557604
MS,Mississippi,30-Apr-20,4534,55.5,8169.369369,655,8,718,65.9,56.6,75.3,1089.52959
MS,Mississippi,01-May-20,4711,57.4,8207.317073,667,8.1,690,63.4,53,73.9,1088.328076
MS,Mississippi,02-May-20,4423,54.9,8056.466302,651,8.1,717,66.6,57.8,75.3,1076.576577
MS,Mississippi,03-May-20,4254,52.5,8102.857143,665,8.2,713,65.2,55.7,74.7,1093.558282
MS,Mississippi,04-May-20,4396,53.5,8216.82243,732,8.9,736,67.4,58,76.8,1091.988131
MS,Mississippi,05-May-20,4877,59.3,8224.283305,664,8.1,718,66,56.5,75.4,1087.878788
MS,Mississippi,06-May-20,4857,59.2,8204.391892,662,8.1,714,66.2,56.9,75.5,1078.549849
MS,Mississippi,07-May-20,4776,58,8234.482759,638,7.7,712,66.4,57,75.7,1072.289157
MS,Mississippi,08-May-20,4642,56.4,8230.496454,635,7.7,731,67.9,58.4,77.3,1076.583211
MS,Mississippi,09-May-20,4507,55,8194.545455,623,7.6,744,68.9,59.4,78.4,1079.825835
MS,Mississippi,10-May-20,4403,53.7,8199.255121,639,7.8,732,68.1,58.7,77.6,1074.889868
MS,Mississippi,11-May-20,4538,55.5,8176.576577,647,7.9,745,69.1,59.1,79.2,1078.147612
MS,Mississippi,12-May-20,4905,59.8,8202.341137,685,8.3,757,70.5,61.3,79.6,1073.758865
MS,Mississippi,13-May-20,5109,62.5,8174.4,666,8.1,782,72.5,63,82,1078.62069
MS,Mississippi,14-May-20,5014,61.9,8100.161551,691,8.5,760,70.9,61.2,80.6,1071.932299
MS,Mississippi,15-May-20,4993,61.4,8131.921824,687,8.4,795,73.8,65,82.5,1077.235772
MS,Mississippi,16-May-20,4687,58.8,7971.088435,651,8.2,760,70.7,61.4,80,1074.964639
MS,Mississippi,17-May-20,4482,56.3,7960.923623,668,8.4,726,68.1,57.9,78.4,1066.079295
MS,Mississippi,18-May-20,4835,59.7,8098.827471,661,8.2,735,69,58.4,79.6,1065.217391
MS,Mississippi,19-May-20,5055,62.2,8127.009646,634,7.8,790,72.3,62.9,81.7,1092.669433
MS,Mississippi,20-May-20,5126,63.1,8123.613312,650,8,815,73.3,64.8,81.8,1111.869031
MS,Mississippi,21-May-20,5169,61.5,8404.878049,625,7.4,883,73.2,64,82.4,1206.284153
MS,Mississippi,22-May-20,5134,61.1,8402.618658,678,8.1,847,71.7,63.2,80.2,1181.311018
MS,Mississippi,23-May-20,4849,57.9,8374.784111,630,7.5,812,71.5,61.3,81.7,1135.664336
MS,Mississippi,24-May-20,4541,56.4,8051.41844,609,7.6,756,68.2,57,79.4,1108.504399
MS,Mississippi,25-May-20,4695,58.1,8080.895009,623,7.7,719,69,56.2,81.8,1042.028986
MS,Mississippi,26-May-20,4878,58.8,8295.918367,724,8.7,825,70.6,60,81.2,1168.555241
MS,Mississippi,27-May-20,5125,62.7,8173.8437,1024,12.5,986,74.1,63.2,85,1330.634278
MS,Mississippi,28-May-20,5168,62.6,8255.591054,1036,12.5,1006,72.3,56.1,88.6,1391.42462
MS,Mississippi,29-May-20,5166,63.6,8122.641509,996,12.3,988,70.6,59.3,81.8,1399.433428
MS,Mississippi,30-May-20,4867,59.1,8235.194585,683,8.3,752,66,53.4,78.5,1139.393939
MS,Mississippi,31-May-20,4653,57.3,8120.418848,659,8.1,789,72.3,61,83.5,1091.286307
MS,Mississippi,01-Jun-20,4963,60.2,8244.186047,718,8.7,812,69.4,57.7,81.2,1170.028818
MS,Mississippi,02-Jun-20,5186,63.8,8128.526646,945,11.6,941,70.4,58.3,82.5,1336.647727
MS,Mississippi,03-Jun-20,4857,62.1,7821.256039,857,11,906,69.2,54.4,84,1309.248555
MS,Mississippi,04-Jun-20,4926,61.7,7983.792545,900,11.3,1019,75.9,61.6,90.2,1342.555995
MS,Mississippi,05-Jun-20,5282,60.4,8745.033113,749,8.6,949,70.9,58.8,83,1338.504937
MS,Mississippi,06-Jun-20,5102,58.2,8766.323024,696,7.9,841,65.5,50.7,80.3,1283.969466
MS,Mississippi,07-Jun-20,5083,56.3,9028.419183,755,8.4,845,67.4,51.1,83.6,1253.709199
MS,Mississippi,08-Jun-20,5334,60.6,8801.980198,901,10.2,860,71.3,56.7,85.9,1206.171108
MS,Mississippi,09-Jun-20,5629,66.7,8439.28036,907,10.8,1144,76.9,65.9,87.9,1487.646294
MS,Mississippi,10-Jun-20,4975,60.2,8264.119601,869,10.5,981,74.5,57.7,91.2,1316.778523
MS,Mississippi,11-Jun-20,5690,66.9,8505.231689,684,8,939,74,64.3,83.6,1268.918919
MS,Mississippi,12-Jun-20,5260,61.7,8525.121556,649,7.6,845,67.5,57.9,77,1251.851852
MS,Mississippi,13-Jun-20,5185,60.8,8527.960526,665,7.8,779,67.5,57.6,77.4,1154.074074
MS,Mississippi,14-Jun-20,5095,60.8,8379.934211,637,7.6,826,67.3,57.5,77.2,1227.340267
MS,Mississippi,15-Jun-20,5294,61.1,8664.484452,675,7.8,826,72.8,64.6,81,1134.615385
MS,Mississippi,16-Jun-20,5641,63.2,8925.632911,684,7.7,823,66.4,53.5,79.2,1239.457831
MS,Mississippi,17-Jun-20,2775,61.2,4534.313725,244,5.4,427,58.3,45,71.6,732.4185249
MS,Mississippi,18-Jun-20,5645,64.5,8751.937984,600,6.9,859,67.5,55.8,79.3,1272.592593
MS,Mississippi,19-Jun-20,5548,64.3,8628.304821,644,7.5,942,70.3,59.9,80.7,1339.97155
MS,Mississippi,20-Jun-20,4959,58.2,8520.618557,650,7.6,825,66.1,54,78.2,1248.108926
MS,Mississippi,21-Jun-20,4851,55.2,8788.043478,635,7.2,795,63.4,49.3,77.6,1253.943218
MS,Mississippi,22-Jun-20,5070,59.6,8506.711409,678,8,823,63.2,48.6,77.8,1302.21519
MS,Mississippi,23-Jun-20,5555,63.8,8706.896552,632,7.3,817,68.7,57.6,79.8,1189.22853
MS,Mississippi,24-Jun-20,5707,65.4,8726.299694,771,8.8,825,69.4,55.4,83.4,1188.760807
MS,Mississippi,25-Jun-20,5683,62.8,9049.363057,783,8.6,849,69.4,58.3,80.6,1223.342939
MS,Mississippi,26-Jun-20,5614,64.6,8690.402477,843,9.7,904,70.5,58.5,82.4,1282.269504
MS,Mississippi,27-Jun-20,5215,59,8838.983051,711,8,877,67,54.5,79.4,1308.955224
MS,Mississippi,28-Jun-20,5055,58,8715.517241,815,9.3,846,66.1,54.7,77.5,1279.878971
MS,Mississippi,29-Jun-20,4859,58.3,8334.476844,774,9.3,821,67.7,56.3,79,1212.703102
MS,Mississippi,30-Jun-20,5217,61.9,8428.109855,788,9.3,853,72.8,62.9,82.7,1171.703297
MS,Mississippi,01-Jul-20,5564,64.3,8653.18818,755,8.7,841,69.2,58.2,80.2,1215.317919
MS,Mississippi,02-Jul-20,5467,63.1,8664.025357,845,9.8,868,71.1,59.1,83.1,1220.815752
MS,Mississippi,03-Jul-20,5043,56.8,8878.521127,724,8.2,752,68.1,57.3,78.9,1104.258443
MS,Mississippi,04-Jul-20,4770,53.9,8849.721707,697,7.9,733,64.6,52.2,76.9,1134.674923
MS,Mississippi,05-Jul-20,4917,55,8940,764,8.5,713,64.1,51,77.3,1112.324493
MS,Mississippi,06-Jul-20,4971,56.3,8829.484902,787,8.9,711,62.5,49.6,75.4,1137.6
MS,Mississippi,07-Jul-20,5346,59.9,8924.874791,800,9,727,65.6,51.5,79.6,1108.231707
MT,Montana,01-Apr-20,1105,44.9,2461.024499,97,3.9,94,49.8,29,70.6,188.7550201
MT,Montana,02-Apr-20,1146,45.6,2513.157895,134,5.3,103,49.8,17.2,82.5,206.8273092
MT,Montana,03-Apr-20,1145,45,2544.444444,112,4.4,94,51.7,18.4,85,181.8181818
MT,Montana,04-Apr-20,1095,43.7,2505.720824,112,4.4,86,51.8,12.9,90.7,166.023166
MT,Montana,05-Apr-20,1088,43.5,2501.149425,92,3.6,91,54.8,0,100,166.0583942
MT,Montana,06-Apr-20,1131,45.2,2502.212389,84,3.4,83,50.1,19.6,80.6,165.6686627
MT,Montana,07-Apr-20,1147,45.8,2504.366812,93,3.7,91,55.3,16.7,93.9,164.556962
MT,Montana,08-Apr-20,1121,44.8,2502.232143,98,3.9,87,52.6,28,77.2,165.3992395
MT,Montana,09-Apr-20,1107,44.2,2504.524887,78,3.1,87,52.6,26.3,78.9,165.3992395
MT,Montana,10-Apr-20,1147,45.8,2504.366812,75,3,77,46.4,23.9,68.8,165.9482759
MT,Montana,11-Apr-20,1120,44.7,2505.592841,116,4.6,94,56.7,26.2,87.3,165.7848325
MT,Montana,12-Apr-20,1088,43.4,2506.912442,112,4.4,75,45.5,23.4,67.6,164.8351648
MT,Montana,13-Apr-20,1153,45.4,2539.647577,107,4.2,87,51.4,19.7,83.1,169.2607004
MT,Montana,14-Apr-20,1210,47.7,2536.687631,115,4.5,85,49.2,17.2,81.2,172.7642276
MT,Montana,15-Apr-20,969,37.9,2556.728232,66,2.6,74,42.9,20.2,65.6,172.4941725
MT,Montana,16-Apr-20,939,36.9,2544.715447,49,1.9,77,41.7,21.5,61.9,184.6522782
MT,Montana,17-Apr-20,1001,39.3,2547.073791,51,2,63,34.4,21.3,47.6,183.1395349
MT,Montana,18-Apr-20,1146,38.6,2968.911917,57,1.9,92,40.2,13.7,66.6,228.8557214
MT,Montana,19-Apr-20,980,35.2,2784.090909,75,2.7,79,35.8,19.4,52.2,220.6703911
MT,Montana,20-Apr-20,1121,37.8,2965.608466,52,1.8,73,31.9,18,45.8,228.8401254
MT,Montana,21-Apr-20,1162,39.1,2971.867008,65,2.2,68,30.2,12,48.4,225.1655629
MT,Montana,22-Apr-20,1158,39,2969.230769,44,1.5,59,26.3,13.8,38.8,224.3346008
MT,Montana,23-Apr-20,1173,43.9,2671.981777,42,1.6,64,30.3,13.9,46.8,211.2211221
MT,Montana,24-Apr-20,1127,38.4,2934.895833,30,1,73,34.5,17.5,51.6,211.5942029
MT,Montana,25-Apr-20,1017,34.6,2939.306358,36,1.2,75,35.5,21.3,49.7,211.2676056
MT,Montana,26-Apr-20,1137,38.7,2937.984496,56,1.9,87,41.2,21.1,61.3,211.1650485
MT,Montana,27-Apr-20,1242,42.4,2929.245283,58,2,97,46.2,22.8,69.6,209.95671
MT,Montana,28-Apr-20,1251,42.3,2957.446809,62,2.1,92,42.6,21.1,64.1,215.9624413
MT,Montana,29-Apr-20,1330,45,2955.555556,53,1.8,88,40.8,21.7,59.9,215.6862745
MT,Montana,30-Apr-20,1205,40.5,2975.308642,29,1,85,38.2,20.7,55.7,222.513089
MT,Montana,01-May-20,1218,40.2,3029.850746,21,0.7,78,35.3,18.8,51.9,220.9631728
MT,Montana,02-May-20,1146,37.8,3031.746032,27,0.9,83,37.4,20.2,54.7,221.9251337
MT,Montana,03-May-20,1097,36.4,3013.736264,28,0.9,84,38,18.2,57.8,221.0526316
MT,Montana,04-May-20,1135,37.7,3010.61008,28,0.9,94,43.4,23.5,63.3,216.5898618
MT,Montana,05-May-20,1260,41.9,3007.159905,32,1.1,92,42.8,26.6,59,214.953271
MT,Montana,06-May-20,1252,41.6,3009.615385,29,1,85,38.9,18.2,59.6,218.5089974
MT,Montana,07-May-20,1347,44.7,3013.422819,31,1,99,44.4,25.6,63.1,222.972973
MT,Montana,08-May-20,1311,43.5,3013.793103,33,1.1,98,44.6,24.7,64.4,219.7309417
MT,Montana,09-May-20,1371,45.1,3039.911308,21,0.7,132,59.9,11.5,100,220.3672788
MT,Montana,10-May-20,1334,44,3031.818182,28,0.9,86,39.4,25.4,53.4,218.2741117
MT,Montana,11-May-20,1387,45.7,3035.010941,25,0.8,99,45.2,28,62.4,219.0265487
MT,Montana,12-May-20,1462,48.4,3020.661157,19,0.6,111,48,26.2,69.9,231.25
MT,Montana,13-May-20,1542,51.9,2971.098266,24,0.8,139,60.2,37.2,83.2,230.89701
MT,Montana,14-May-20,1547,52,2975,39,1.3,126,55.4,35.7,75.1,227.4368231
MT,Montana,15-May-20,1530,51.4,2976.653696,27,0.9,100,45,29.3,60.8,222.2222222
MT,Montana,16-May-20,1598,54.7,2921.389397,19,0.6,88,40.4,22.2,58.5,217.8217822
MT,Montana,17-May-20,1579,54.2,2913.284133,21,0.7,121,53.7,24,83.5,225.3258845
MT,Montana,18-May-20,1641,55.9,2935.599284,29,1,118,52.5,23.5,81.4,224.7619048
MT,Montana,19-May-20,1653,56.5,2925.663717,24,0.8,106,47.9,21.1,74.8,221.2943633
MT,Montana,20-May-20,1667,56.8,2934.859155,18,0.6,96,43.2,25.8,60.6,222.2222222
MT,Montana,21-May-20,1544,53.3,2896.810507,24,0.8,129,54.2,27.7,80.6,238.0073801
MT,Montana,22-May-20,1547,53.9,2870.12987,27,0.9,109,45.7,24.2,67.3,238.512035
MT,Montana,23-May-20,1444,50.3,2870.775348,32,1.1,112,46.9,24.2,69.6,238.8059701
MT,Montana,24-May-20,1394,48.1,2898.128898,28,0.9,110,46.3,18.6,74,237.5809935
MT,Montana,25-May-20,1322,45.3,2918.322296,26,0.9,107,47.5,20.5,74.6,225.2631579
MT,Montana,26-May-20,1316,45.3,2905.077263,20,0.7,104,45.2,22,68.4,230.0884956
MT,Montana,27-May-20,1429,50.1,2852.295409,27,0.9,117,50.2,22.4,77.9,233.0677291
MT,Montana,28-May-20,1515,51.3,2953.216374,20,0.7,96,38.2,5.6,70.8,251.3089005
MT,Montana,29-May-20,1560,54.2,2878.228782,13,0.4,109,46,17.3,74.7,236.9565217
MT,Montana,30-May-20,1457,52.1,2796.545106,24,0.9,99,42.6,30,55.2,232.3943662
MT,Montana,31-May-20,1466,52.3,2803.059273,42,1.5,96,42.7,28.3,57.1,224.824356
MT,Montana,01-Jun-20,902,43.9,2054.669704,20,1,67,41.8,30.1,53.6,160.2870813
MT,Montana,02-Jun-20,1032,49.3,2093.306288,20,0.9,78,46,28.9,63.1,169.5652174
MT,Montana,03-Jun-20,1078,50.4,2138.888889,17,0.8,85,50.1,32.7,67.6,169.6606786
MT,Montana,04-Jun-20,936,46.8,2000,12,0.6,59,37.2,25.7,48.8,158.6021505
MT,Montana,05-Jun-20,1061,50.9,2084.479371,5,0.2,95,45,32.9,57.1,211.1111111
MT,Montana,06-Jun-20,1028,50.3,2043.737575,11,0.6,86,42.4,24.5,60.3,202.8301887
MT,Montana,07-Jun-20,1644,57.7,2849.220104,24,0.8,186,62.2,38.4,86,299.0353698
MT,Montana,08-Jun-20,1328,56.8,2338.028169,29,1.2,140,59.1,38.7,79.5,236.8866328
MT,Montana,09-Jun-20,1498,63.1,2374.009509,33,1.4,152,59.9,31.8,88,253.7562604
MT,Montana,10-Jun-20,769,49.7,1547.283702,8,0.5,84,53.6,31.9,75.3,156.7164179
MT,Montana,11-Jun-20,1024,52.3,1957.93499,20,1,97,47.9,19,76.8,202.5052192
MT,Montana,12-Jun-20,1227,56.8,2160.211268,27,1.3,92,40.3,22.2,58.4,228.2878412
MT,Montana,13-Jun-20,1302,47,2770.212766,29,1,113,43.9,31.4,56.5,257.4031891
MT,Montana,14-Jun-20,1345,47,2861.702128,25,0.9,93,34.4,22.9,46,270.3488372
MT,Montana,15-Jun-20,1024,49.3,2077.079108,24,1.2,81,40.1,22.7,57.5,201.9950125
MT,Montana,16-Jun-20,1085,52.1,2082.533589,15,0.7,75,38.9,24.6,53.2,192.8020566
MT,Montana,17-Jun-20,1071,51.2,2091.796875,14,0.6,80,38.9,24.7,53.2,205.655527
MT,Montana,18-Jun-20,1662,63.2,2629.746835,25,1,203,63,36.1,90,322.2222222
MT,Montana,19-Jun-20,1603,58.1,2759.036145,21,0.7,191,60.9,34.4,87.5,313.6288998
MT,Montana,20-Jun-20,1377,50.8,2710.629921,19,0.7,152,56.5,37.3,75.7,269.0265487
MT,Montana,21-Jun-20,1282,48.4,2648.760331,31,1.2,151,58.7,39.9,77.6,257.2402044
MT,Montana,22-Jun-20,1580,56.6,2791.519435,17,0.6,194,67.9,41.8,94,285.7142857
MT,Montana,23-Jun-20,957,46.6,2053.648069,12,0.6,94,44.5,28.6,60.5,211.2359551
MT,Montana,24-Jun-20,1176,52.4,2244.274809,9,0.4,76,39.2,31.6,46.7,193.877551
MT,Montana,25-Jun-20,981,51.7,1897.485493,21,1.1,44,30.9,13.3,48.5,142.394822
MT,Montana,26-Jun-20,941,48.6,1936.213992,9,0.5,99,47.6,26,69.3,207.9831933
MT,Montana,27-Jun-20,1292,47,2748.93617,32,1.1,130,52.2,33.5,71,249.0421456
MT,Montana,28-Jun-20,1440,50.7,2840.236686,20,0.7,144,54.2,30.6,77.8,265.6826568
MT,Montana,29-Jun-20,1514,59.9,2527.54591,24,0.9,185,74,47,100,250
MT,Montana,30-Jun-20,1620,66.9,2421.524664,27,1.1,215,81.1,63.3,99,265.1048089
MT,Montana,01-Jul-20,1696,70,2422.857143,11,0.5,207,77.1,56.4,97.8,268.4824903
MT,Montana,02-Jul-20,1646,68,2420.588235,27,1.1,195,69.5,42.3,96.8,280.5755396
MT,Montana,03-Jul-20,1655,68,2433.823529,30,1.2,197,73.4,51.7,95.1,268.3923706
MT,Montana,04-Jul-20,1552,63.8,2432.601881,57,2.4,196,71.4,49.9,93,274.5098039
MT,Montana,05-Jul-20,1485,61,2434.42623,58,2.4,178,67.2,42.4,92,264.8809524
MT,Montana,06-Jul-20,1469,60.4,2432.119205,57,2.3,173,65.3,41.1,89.4,264.9310873
MT,Montana,07-Jul-20,1653,67.9,2434.462445,88,3.6,173,64.5,29.4,99.6,268.2170543
NC,North Carolina,01-Apr-20,14317,59.3,24143.33895,749,3.1,805,60.1,43.2,76.9,1339.434276
NC,North Carolina,02-Apr-20,11324,53.4,21205.99251,670,3.2,790,58,41.7,74.3,1362.068966
NC,North Carolina,03-Apr-20,11401,52.5,21716.19048,1003,4.6,1264,61.9,49.1,74.7,2042.003231
NC,North Carolina,04-Apr-20,11368,53,21449.0566,1044,4.9,1284,62.1,50.1,74.2,2067.63285
NC,North Carolina,05-Apr-20,11310,51.9,21791.90751,1029,4.7,1285,62.6,52,73.1,2052.715655
NC,North Carolina,06-Apr-20,11557,56.1,20600.71301,1074,5.2,1345,64.5,49.5,79.4,2085.271318
NC,North Carolina,07-Apr-20,11724,54.2,21630.99631,882,4.1,1387,66,55.7,76.3,2101.515152
NC,North Carolina,08-Apr-20,12068,57.5,20987.82609,935,4.5,1360,64.9,54.2,75.5,2095.531587
NC,North Carolina,09-Apr-20,12561,58,21656.89655,885,4.1,1640,64.9,58.5,71.3,2526.964561
NC,North Carolina,10-Apr-20,12371,56.4,21934.39716,963,4.4,1591,61.8,55.3,68.4,2574.433657
NC,North Carolina,11-Apr-20,12062,56.7,21273.36861,805,3.8,1660,63.5,55.2,71.8,2614.173228
NC,North Carolina,12-Apr-20,11849,55,21543.63636,785,3.6,1626,62.7,54.6,70.7,2593.301435
NC,North Carolina,13-Apr-20,11682,53.3,21917.44841,805,3.7,1656,59.7,52.8,66.7,2773.869347
NC,North Carolina,14-Apr-20,12275,56.9,21572.93497,803,3.7,1763,63.1,56.5,69.6,2793.977813
NC,North Carolina,15-Apr-20,12408,57.6,21541.66667,853,4,1753,62.6,55.2,70,2800.319489
NC,North Carolina,16-Apr-20,12498,57.7,21660.31196,680,3.1,1716,55.5,47,64,3091.891892
NC,North Carolina,17-Apr-20,12432,56.8,21887.32394,623,2.8,1714,55.5,47,64,3088.288288
NC,North Carolina,18-Apr-20,12416,55.7,22290.84381,588,2.6,1650,53.9,45.7,62.1,3061.22449
NC,North Carolina,19-Apr-20,12927,56.5,22879.64602,671,2.9,1660,54.1,45.9,62.3,3068.391867
NC,North Carolina,20-Apr-20,13033,58,22470.68966,682,3,1605,55,48.2,61.7,2918.181818
NC,North Carolina,21-Apr-20,13644,60.7,22477.75947,720,3.2,1589,57.6,50,65.1,2758.680556
NC,North Carolina,22-Apr-20,14339,62.3,23016.05136,716,3.1,1629,58.3,50.3,66.2,2794.168096
NC,North Carolina,23-Apr-20,14432,62.4,23128.20513,772,3.3,1660,59.2,50.5,67.9,2804.054054
NC,North Carolina,24-Apr-20,14182,61.7,22985.41329,791,3.4,1568,56.7,47.2,66.2,2765.432099
NC,North Carolina,25-Apr-20,13845,60.3,22960.199,761,3.3,1613,58.3,49.3,67.3,2766.723842
NC,North Carolina,26-Apr-20,13680,59.9,22838.06344,793,3.5,1515,60.7,53.8,67.6,2495.881384
NC,North Carolina,27-Apr-20,14783,62.2,23766.88103,811,3.4,1461,58.8,50.7,66.9,2484.693878
NC,North Carolina,28-Apr-20,14524,62.4,23275.64103,842,3.6,1586,60.5,52.8,68.3,2621.487603
NC,North Carolina,29-Apr-20,14847,62.9,23604.13355,831,3.5,1578,59.5,51.7,67.2,2652.10084
NC,North Carolina,30-Apr-20,14606,62.8,23257.96178,826,3.6,1565,60,52,67.9,2608.333333
NC,North Carolina,01-May-20,13641,60.6,22509.90099,734,3.3,1354,57.6,50.4,64.8,2350.694444
NC,North Carolina,02-May-20,13458,60,22430,754,3.4,1358,58.6,51.1,66.1,2317.406143
NC,North Carolina,03-May-20,13342,59.6,22385.90604,789,3.5,1319,56.9,49.7,64.2,2318.101933
NC,North Carolina,04-May-20,13158,61.2,21500,878,4.1,1352,61.6,52.9,70.2,2194.805195
NC,North Carolina,05-May-20,13596,63.4,21444.79495,728,3.4,1394,63.3,55.3,71.4,2202.21169
NC,North Carolina,06-May-20,13579,62.7,21657.09729,681,3.1,1396,62.6,55.5,69.7,2230.031949
NC,North Carolina,07-May-20,13444,62.1,21648.9533,708,3.3,1416,62.7,55.2,70.3,2258.373206
NC,North Carolina,08-May-20,13709,62.5,21934.4,799,3.6,1643,62.8,55.4,70.2,2616.242038
NC,North Carolina,09-May-20,13255,60.8,21800.98684,708,3.2,1598,62,55.1,68.9,2577.419355
NC,North Carolina,10-May-20,12778,58.7,21768.31346,710,3.3,1569,60.9,52.9,68.9,2576.35468
NC,North Carolina,11-May-20,12395,59.5,20831.93277,665,3.2,1364,60.4,50,70.7,2258.278146
NC,North Carolina,12-May-20,12975,61.9,20961.22779,722,3.4,1358,59.3,50,68.6,2290.05059
NC,North Carolina,13-May-20,12876,61.9,20801.29241,664,3.2,1355,60.2,51.3,69.1,2250.830565
NC,North Carolina,14-May-20,13299,63.3,21009.47867,746,3.6,1400,61.8,52,71.5,2265.372168
NC,North Carolina,15-May-20,13086,62.2,21038.58521,729,3.5,1370,60.3,50.7,70,2271.973466
NC,North Carolina,16-May-20,13114,62.5,20982.4,766,3.6,1327,58.6,51.1,66.1,2264.505119
NC,North Carolina,17-May-20,13303,62,21456.45161,776,3.6,1449,60.7,52.9,68.5,2387.149918
NC,North Carolina,18-May-20,13622,63.3,21519.74724,789,3.7,1480,61.8,51.2,72.3,2394.822006
NC,North Carolina,19-May-20,13615,64.8,21010.80247,760,3.6,1422,62.8,53.6,71.9,2264.33121
NC,North Carolina,20-May-20,14327,66.9,21415.54559,799,3.7,1532,65.6,56.2,74.9,2335.365854
