state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
IN,Indiana,16-Apr-20,9116,48,18991.66667,1928,10.2,1668,52.3,43.7,61,3189.292543
IN,Indiana,17-Apr-20,9157,49.1,18649.6945,1914,10.3,1732,54.6,44.6,64.5,3172.161172
IN,Indiana,18-Apr-20,8917,48.6,18347.73663,1818,9.9,1576,50.3,42.5,58.2,3133.200795
IN,Indiana,19-Apr-20,8875,48.4,18336.77686,1781,9.7,1594,51.6,42.3,60.9,3089.147287
IN,Indiana,20-Apr-20,8149,45.1,18068.73614,1655,9.2,1648,53,45,60.9,3109.433962
IN,Indiana,21-Apr-20,8452,47.7,17719.07757,1832,10.3,1691,54.6,47,62.1,3097.069597
IN,Indiana,22-Apr-20,8375,47.4,17668.77637,1735,9.8,1665,53.7,45.3,62.2,3100.558659
IN,Indiana,23-Apr-20,8440,47.5,17768.42105,1699,9.6,1657,52.9,43.8,62,3132.325142
IN,Indiana,24-Apr-20,8446,47.3,17856.23679,1647,9.2,1699,53.9,45.8,62,3152.133581
IN,Indiana,25-Apr-20,8489,47.3,17947.14588,1697,9.5,1711,53.5,44.5,62.4,3198.130841
IN,Indiana,26-Apr-20,8027,44.9,17877.50557,1624,9.1,1696,53.6,42.9,64.2,3164.179104
IN,Indiana,27-Apr-20,8704,47.5,18324.21053,1761,9.6,1675,51.1,43.6,58.6,3277.886497
IN,Indiana,28-Apr-20,8849,47.9,18473.90397,1599,8.7,1759,53.1,45.1,61.1,3312.617702
IN,Indiana,29-Apr-20,9300,50.7,18343.19527,1712,9.3,1750,52.8,45.9,59.8,3314.393939
IN,Indiana,30-Apr-20,8832,48.2,18323.65145,1596,8.7,1636,54.2,48.3,60.1,3018.450185
IN,Indiana,01-May-20,8917,47.6,18733.19328,1619,8.6,1641,51,45.3,56.7,3217.647059
IN,Indiana,02-May-20,8681,46.3,18749.46004,1553,8.3,1628,51.6,45.6,57.6,3155.03876
IN,Indiana,03-May-20,8479,45.7,18553.6105,1461,7.9,1810,57.5,51.2,63.9,3147.826087
IN,Indiana,04-May-20,8749,48.1,18189.18919,1696,9.3,1653,50.1,44.7,55.5,3299.401198
IN,Indiana,05-May-20,9370,51.4,18229.57198,1737,9.5,1800,54.7,48.8,60.6,3290.676417
IN,Indiana,06-May-20,9590,53.3,17992.49531,1647,9.2,1630,50.6,45.2,56.1,3221.343874
IN,Indiana,07-May-20,9514,52.3,18191.20459,1510,8.3,1683,53.9,48.2,59.6,3122.44898
IN,Indiana,08-May-20,9369,51.7,18121.85687,1444,8,1657,51.9,45.8,58,3192.678227
IN,Indiana,09-May-20,9217,50,18434,1426,7.7,1636,51.5,45.7,57.3,3176.699029
IN,Indiana,10-May-20,8436,46,18339.13043,1382,7.5,1586,51.5,44.6,58.4,3079.61165
IN,Indiana,11-May-20,8714,48.2,18078.83817,1470,8.1,1498,49.6,43.6,55.6,3020.16129
IN,Indiana,12-May-20,9184,50.3,18258.4493,1478,8.1,1651,51.9,45.7,58.1,3181.117534
IN,Indiana,13-May-20,9520,52.1,18272.55278,1517,8.3,1676,53.8,47.9,59.7,3115.241636
IN,Indiana,14-May-20,9597,52.8,18176.13636,1435,7.9,1741,56.4,49.9,62.8,3086.879433
IN,Indiana,15-May-20,9493,52.1,18220.72937,1377,7.6,1710,55.7,49.1,62.4,3070.017953
IN,Indiana,16-May-20,9114,50,18228,1317,7.2,1619,53.2,46.5,59.9,3043.233083
IN,Indiana,17-May-20,8757,48.3,18130.43478,1385,7.6,1599,53.5,47.2,59.8,2988.785047
IN,Indiana,18-May-20,9040,49.8,18152.61044,1353,7.4,1554,52.2,46,58.3,2977.011494
IN,Indiana,19-May-20,9704,53.6,18104.47761,1379,7.6,1745,56.5,50.8,62.3,3088.495575
IN,Indiana,20-May-20,10561,58.7,17991.48211,1331,7.4,1807,62.1,54.5,69.8,2909.822866
IN,Indiana,21-May-20,10234,56.8,18017.60563,1339,7.4,1779,61.9,53,70.9,2873.990307
IN,Indiana,22-May-20,9734,55.4,17570.39711,1248,7.1,1746,61.9,52.8,70.9,2820.678514
IN,Indiana,23-May-20,9800,53.9,18181.81818,1211,6.7,1600,58,51.4,64.7,2758.62069
IN,Indiana,24-May-20,9283,51,18201.96078,1184,6.5,1532,56.2,49.6,62.7,2725.978648
IN,Indiana,25-May-20,9331,51.4,18153.6965,1164,6.4,1427,52.2,44.3,60,2733.716475
IN,Indiana,26-May-20,9662,54.1,17859.51941,1178,6.6,1487,53.5,46,60.9,2779.439252
IN,Indiana,27-May-20,10460,58.3,17941.68096,1199,6.7,1679,58.9,50.1,67.8,2850.594228
IN,Indiana,28-May-20,10438,58.7,17781.94208,1080,6.1,1850,63.4,53.8,73.1,2917.981073
IN,Indiana,29-May-20,10506,58.7,17897.78535,1125,6.3,1834,63.4,55,71.8,2892.744479
IN,Indiana,30-May-20,10093,55.3,18251.35624,1136,6.2,1690,59,51,66.9,2864.40678
IN,Indiana,31-May-20,9582,53,18079.24528,1054,5.8,1612,52.7,42.6,62.8,3058.823529
IN,Indiana,01-Jun-20,9713,53.6,18121.26866,1017,5.6,1623,55.2,47.2,63.2,2940.217391
IN,Indiana,02-Jun-20,10207,56.3,18129.66252,1011,5.6,1707,60.6,50.1,71.1,2816.831683
IN,Indiana,03-Jun-20,10752,58.5,18379.48718,981,5.3,1878,66.1,54,78.2,2841.149773
IN,Indiana,04-Jun-20,10627,59,18011.86441,980,5.4,2119,66.5,57.4,75.7,3186.466165
IN,Indiana,05-Jun-20,10534,58.5,18006.83761,976,5.4,1919,67,57,77.1,2864.179104
IN,Indiana,06-Jun-20,9735,53.7,18128.49162,960,5.3,1943,64.4,55.1,73.8,3017.080745
IN,Indiana,07-Jun-20,9869,53.7,18378.02607,914,5,1848,62.7,54,71.5,2947.368421
IN,Indiana,08-Jun-20,9746,53.1,18354.04896,979,5.3,1901,61.2,52.7,69.7,3106.20915
IN,Indiana,09-Jun-20,10444,58.2,17945.01718,1002,5.6,1920,62.6,55.6,69.6,3067.092652
IN,Indiana,10-Jun-20,10857,59,18401.69492,954,5.2,2230,69.4,60.1,78.8,3213.256484
IN,Indiana,11-Jun-20,10746,59.8,17969.89967,1067,5.9,2038,65.5,58.4,72.6,3111.450382
IN,Indiana,12-Jun-20,10738,59.9,17926.54424,957,5.3,1796,63.7,56,71.5,2819.466248
IN,Indiana,13-Jun-20,10200,56.6,18021.20141,892,5,1693,61.3,54.3,68.3,2761.82708
IN,Indiana,14-Jun-20,9699,53.7,18061.45251,898,5,1799,60.4,54.1,66.8,2978.476821
IN,Indiana,15-Jun-20,9731,54,18020.37037,952,5.3,1839,61.9,54.6,69.1,2970.92084
IN,Indiana,16-Jun-20,10304,57.8,17826.98962,855,4.8,1899,63.3,56.1,70.6,3000
IN,Indiana,17-Jun-20,11202,58.7,19083.4753,856,4.5,2411,66.1,57.3,74.9,3647.503782
IN,Indiana,18-Jun-20,10729,59.7,17971.52429,890,5,1903,72.1,57.3,87,2639.389736
IN,Indiana,19-Jun-20,10695,58.7,18219.7615,856,4.7,1739,63.8,54.7,72.8,2725.705329
IN,Indiana,20-Jun-20,10526,57.4,18337.97909,905,4.9,1717,59.4,52.3,66.4,2890.572391
IN,Indiana,21-Jun-20,10114,54.9,18422.58652,817,4.4,1700,58.9,52.4,65.5,2886.247878
IN,Indiana,22-Jun-20,10365,56.4,18377.65957,835,4.5,1817,61.3,53.9,68.6,2964.11093
IN,Indiana,23-Jun-20,11046,58.6,18849.82935,824,4.4,1882,62,55.1,69,3035.483871
IN,Indiana,24-Jun-20,11678,61,19144.2623,863,4.5,1802,66.3,57.3,75.3,2717.948718
IN,Indiana,25-Jun-20,11294,60.4,18698.6755,801,4.3,1986,64.8,58,71.5,3064.814815
IN,Indiana,26-Jun-20,11203,59.1,18956.00677,709,3.7,1885,61.3,54.1,68.5,3075.040783
IN,Indiana,27-Jun-20,10265,55.2,18596.01449,710,3.8,1704,58.5,52,65.1,2912.820513
IN,Indiana,28-Jun-20,10057,53.9,18658.62709,686,3.7,1701,57.1,50.5,63.7,2978.984238
IN,Indiana,29-Jun-20,10303,55.3,18631.10307,728,3.9,1753,60.1,53.1,67.1,2916.805324
IN,Indiana,30-Jun-20,10956,57.8,18955.0173,842,4.4,1886,61.8,55,68.6,3051.779935
IN,Indiana,01-Jul-20,11193,58.5,19133.33333,739,3.9,1657,52.8,39.4,66.2,3138.257576
IN,Indiana,02-Jul-20,11102,58,19141.37931,738,3.9,1846,58.6,52.2,65,3150.170648
IN,Indiana,03-Jul-20,10685,56.6,18878.09187,708,3.7,1762,59.6,52.3,66.9,2956.375839
IN,Indiana,04-Jul-20,10136,53.9,18805.19481,733,3.9,1707,58.7,50.9,66.5,2908.006814
IN,Indiana,05-Jul-20,9895,52.7,18776.09108,683,3.6,1624,56.5,48.1,64.8,2874.336283
IN,Indiana,06-Jul-20,10360,55.9,18533.09481,720,3.9,1678,63.1,49.1,77.2,2659.270998
IN,Indiana,07-Jul-20,11079,59.4,18651.51515,782,4.2,1719,63.3,55.5,71.1,2715.63981
KS,Kansas,15-Apr-20,3339,34.4,9706.395349,163,1.7,447,49.2,31.3,67.1,908.5365854
KS,Kansas,16-Apr-20,3338,34.2,9760.233918,191,2,465,42.8,28,57.7,1086.448598
KS,Kansas,17-Apr-20,3370,35.3,9546.74221,178,1.9,514,49.6,32.3,66.8,1036.290323
KS,Kansas,18-Apr-20,3283,34.6,9488.439306,162,1.7,480,46.8,26.6,66.9,1025.641026
KS,Kansas,19-Apr-20,3263,35,9322.857143,180,1.9,547,49.7,35.1,64.3,1100.603622
KS,Kansas,20-Apr-20,3321,35.5,9354.929577,177,1.9,518,46.9,32.5,61.4,1104.477612
KS,Kansas,21-Apr-20,3641,38.1,9556.430446,230,2.4,560,50.8,34.7,66.9,1102.362205
KS,Kansas,22-Apr-20,3635,37.7,9641.909814,201,2.1,558,51.1,35.4,66.8,1091.976517
KS,Kansas,23-Apr-20,3521,37.4,9414.438503,228,2.4,575,51.6,35.4,67.7,1114.341085
KS,Kansas,24-Apr-20,3577,38.5,9290.909091,196,2.1,573,53,36.3,69.6,1081.132075
KS,Kansas,25-Apr-20,3473,37.8,9187.830688,216,2.4,534,49.1,37,61.3,1087.576375
KS,Kansas,26-Apr-20,3372,36.7,9188.010899,208,2.3,533,49.3,36.8,61.8,1081.135903
KS,Kansas,27-Apr-20,3531,38.5,9171.428571,228,2.5,526,47.7,36.5,58.9,1102.725367
KS,Kansas,28-Apr-20,3677,40.3,9124.069479,254,2.8,567,51.2,38,64.3,1107.421875
KS,Kansas,29-Apr-20,3657,40.2,9097.014925,242,2.7,577,51.5,38.3,64.7,1120.38835
KS,Kansas,30-Apr-20,3721,40.3,9233.25062,211,2.3,606,53.4,39.5,67.4,1134.831461
KS,Kansas,01-May-20,3733,40.5,9217.283951,231,2.5,554,49.8,37.8,61.9,1112.449799
KS,Kansas,02-May-20,3580,38.7,9250.645995,213,2.3,557,49.9,38,61.8,1116.232465
KS,Kansas,03-May-20,3500,37.6,9308.510638,239,2.6,555,48.2,35.5,60.8,1151.452282
KS,Kansas,04-May-20,3765,40.5,9296.296296,234,2.5,583,50.4,36.8,64,1156.746032
KS,Kansas,05-May-20,4047,43,9411.627907,278,3,672,54.4,42.3,66.5,1235.294118
KS,Kansas,06-May-20,4148,44.2,9384.615385,277,2.9,659,53.9,41.8,65.9,1222.634508
KS,Kansas,07-May-20,4115,43.8,9394.977169,254,2.7,676,55.2,43.4,67.1,1224.637681
KS,Kansas,08-May-20,4006,43.1,9294.663573,259,2.8,630,50.7,39.4,61.9,1242.60355
KS,Kansas,09-May-20,3841,41.3,9300.242131,286,3.1,649,53.2,41.1,65.3,1219.924812
KS,Kansas,10-May-20,3724,40.3,9240.694789,267,2.9,628,51.6,38.6,64.6,1217.054264
KS,Kansas,11-May-20,3915,42.2,9277.251185,229,2.5,622,51.1,38.4,63.9,1217.221135
KS,Kansas,12-May-20,4113,44.2,9305.429864,234,2.5,637,51.7,39.8,63.7,1232.108317
KS,Kansas,13-May-20,4326,46.4,9323.275862,262,2.8,661,54.8,43.6,66,1206.20438
KS,Kansas,14-May-20,4127,45.3,9110.375276,238,2.6,605,52.6,39.5,65.7,1150.190114
KS,Kansas,15-May-20,4019,43.8,9175.799087,251,2.7,604,52.3,40.2,64.4,1154.875717
KS,Kansas,16-May-20,3854,41.9,9198.090692,261,2.8,569,49.7,37.5,62,1144.869215
KS,Kansas,17-May-20,3669,40.1,9149.625935,238,2.6,562,48.7,36.9,60.4,1154.004107
KS,Kansas,18-May-20,3797,41.4,9171.497585,224,2.4,570,48.1,35.9,60.4,1185.031185
KS,Kansas,19-May-20,4136,45.3,9130.242826,239,2.6,613,53.7,40,67.3,1141.527002
KS,Kansas,20-May-20,4263,47.2,9031.779661,254,2.8,662,57.4,42.6,72.2,1153.310105
KS,Kansas,21-May-20,4327,47.7,9071.278826,226,2.5,641,55.1,41.6,68.7,1163.339383
KS,Kansas,22-May-20,4280,46.4,9224.137931,209,2.3,636,55.2,42.7,67.7,1152.173913
KS,Kansas,23-May-20,4044,44,9190.909091,154,1.7,605,52.5,40.3,64.7,1152.380952
KS,Kansas,24-May-20,3762,40.9,9198.04401,162,1.8,587,50.6,38.7,62.5,1160.079051
KS,Kansas,25-May-20,3809,40.5,9404.938272,213,2.3,491,47.8,36.5,59.1,1027.196653
KS,Kansas,26-May-20,4154,44.1,9419.501134,218,2.3,526,51.9,40.2,63.5,1013.487476
KS,Kansas,27-May-20,4427,46.5,9520.430108,229,2.4,553,54.2,41.7,66.8,1020.295203
KS,Kansas,28-May-20,4518,48.1,9392.931393,231,2.5,603,56.5,41.6,71.3,1067.256637
KS,Kansas,29-May-20,4382,45.1,9716.186253,227,2.3,606,54.2,42.1,66.3,1118.081181
KS,Kansas,30-May-20,4111,44.6,9217.488789,201,2.2,545,51.1,39.1,63.1,1066.536204
KS,Kansas,31-May-20,4270,45.6,9364.035088,169,1.8,519,49.3,37.2,61.3,1052.738337
KS,Kansas,01-Jun-20,4393,46.9,9366.73774,162,1.7,508,50.5,36,65.1,1005.940594
KS,Kansas,02-Jun-20,4632,47.9,9670.146138,244,2.5,528,52.4,38.1,66.6,1007.633588
KS,Kansas,03-Jun-20,5084,52.2,9739.463602,201,2.1,592,53.8,39.6,68.1,1100.371747
KS,Kansas,04-Jun-20,4847,49.1,9871.690428,210,2.1,482,49.2,34.1,64.3,979.6747967
KS,Kansas,05-Jun-20,4788,48.8,9811.47541,253,2.6,628,44.8,37.4,52.2,1401.785714
KS,Kansas,06-Jun-20,4300,46.1,9327.548807,213,2.3,591,45.7,34.8,56.5,1293.21663
KS,Kansas,07-Jun-20,4172,45,9271.111111,199,2.2,566,44,29.4,58.5,1286.363636
KS,Kansas,08-Jun-20,4101,45.4,9033.039648,223,2.5,576,46.2,34.6,57.8,1246.753247
KS,Kansas,09-Jun-20,4545,50.4,9017.857143,182,2,613,49.6,37.2,61.9,1235.887097
KS,Kansas,10-Jun-20,4893,52.2,9373.563218,189,2,618,51.4,40.9,61.8,1202.33463
KS,Kansas,11-Jun-20,4606,50.3,9157.057654,154,1.7,635,51.2,40.8,61.6,1240.234375
KS,Kansas,12-Jun-20,4705,50.4,9335.31746,177,1.9,711,54.4,44.2,64.5,1306.985294
KS,Kansas,13-Jun-20,4704,49.4,9522.267206,162,1.7,751,54.2,41.8,66.5,1385.608856
KS,Kansas,14-Jun-20,4282,45.8,9349.344978,163,1.7,700,51.5,42.6,60.4,1359.223301
KS,Kansas,15-Jun-20,4232,47.2,8966.101695,178,2,616,48.4,40,56.9,1272.727273
KS,Kansas,16-Jun-20,4483,49.2,9111.788618,174,1.9,575,47.3,38.3,56.4,1215.64482
KS,Kansas,17-Jun-20,4111,48.1,8546.777547,173,2,577,44.8,34.9,54.6,1287.946429
KS,Kansas,18-Jun-20,4521,48.7,9283.367556,171,1.8,678,51.5,40.1,62.9,1316.504854
KS,Kansas,19-Jun-20,4475,48.4,9245.867769,164,1.8,646,49.3,36.6,62,1310.344828
KS,Kansas,20-Jun-20,5042,49.3,10227.18053,199,1.9,805,52.4,38.5,66.3,1536.259542
KS,Kansas,21-Jun-20,4441,46.8,9489.316239,200,2.1,650,47.1,34.7,59.5,1380.042463
KS,Kansas,22-Jun-20,4625,48.4,9555.785124,215,2.2,724,52,38.9,65.1,1392.307692
KS,Kansas,23-Jun-20,5001,51.9,9635.83815,204,2.1,792,56.1,43.4,68.8,1411.764706
KS,Kansas,24-Jun-20,5388,54.2,9940.95941,193,1.9,775,57.9,45.4,70.4,1338.51468
KS,Kansas,25-Jun-20,5833,56.1,10397.50446,253,2.4,982,61.2,47.9,74.5,1604.575163
KS,Kansas,26-Jun-20,5033,51,9868.627451,228,2.3,769,53.3,40.1,66.4,1442.776735
KS,Kansas,27-Jun-20,4558,48.9,9321.063395,209,2.2,701,52.7,42.6,62.8,1330.170778
KS,Kansas,28-Jun-20,4404,47.8,9213.389121,167,1.8,678,50.8,40.1,61.6,1334.645669
KS,Kansas,29-Jun-20,4167,46.1,9039.045553,183,2,614,48.4,39.1,57.7,1268.595041
KS,Kansas,30-Jun-20,4389,47.8,9182.008368,162,1.8,664,51.8,41.3,62.3,1281.853282
KS,Kansas,01-Jul-20,4549,48.8,9321.721311,153,1.6,654,51.2,39.7,62.7,1277.34375
KS,Kansas,02-Jul-20,4641,46.2,10045.45455,214,2.1,681,47.1,33.4,60.9,1445.859873
KS,Kansas,03-Jul-20,4411,44.7,9868.008949,278,2.8,626,45.3,38.7,51.9,1381.898455
KS,Kansas,04-Jul-20,4131,42.2,9789.099526,288,2.9,584,42.3,36.3,48.3,1380.614657
KS,Kansas,05-Jul-20,4066,41.4,9821.256039,255,2.6,597,43.3,37.4,49.1,1378.752887
KS,Kansas,06-Jul-20,4218,42.8,9855.140187,254,2.6,615,44.5,38.2,50.9,1382.022472
KS,Kansas,07-Jul-20,4608,46.5,9909.677419,258,2.6,683,49.1,41.7,56.5,1391.038697
KY,Kentucky,01-Apr-20,5775,46.2,12500,492,3.9,574,35.1,18,52.1,1635.327635
KY,Kentucky,02-Apr-20,7438,47.5,15658.94737,576,3.7,1214,55.5,41.4,69.6,2187.387387
KY,Kentucky,03-Apr-20,6722,46.1,14581.3449,595,4.1,1066,53.9,39.5,68.3,1977.736549
KY,Kentucky,04-Apr-20,5694,37.3,15265.41555,603,4,1089,51,36.2,65.8,2135.294118
KY,Kentucky,05-Apr-20,6639,42.2,15732.22749,656,4.2,1122,55.8,43,68.6,2010.752688
KY,Kentucky,06-Apr-20,6336,40.3,15722.08437,747,4.8,1097,54.1,43.1,65.1,2027.726433
KY,Kentucky,07-Apr-20,6869,44.2,15540.72398,691,4.4,1213,59.6,45.8,73.4,2035.234899
KY,Kentucky,08-Apr-20,7071,45.5,15540.65934,725,4.7,1180,59,45.3,72.7,2000
KY,Kentucky,09-Apr-20,7028,48.1,14611.22661,744,5.1,1188,54.2,38.7,69.8,2191.881919
KY,Kentucky,10-Apr-20,6871,46.9,14650.31983,772,5.3,1210,55.1,40.1,70.1,2196.00726
KY,Kentucky,11-Apr-20,6427,44.3,14507.90068,701,4.8,1128,51,36.4,65.6,2211.764706
KY,Kentucky,12-Apr-20,6170,43,14348.83721,711,5,1056,47.6,33.7,61.5,2218.487395
KY,Kentucky,13-Apr-20,6360,43.7,14553.77574,837,5.8,1022,47.1,32.1,62,2169.85138
KY,Kentucky,14-Apr-20,6513,45.5,14314.28571,748,5.2,1119,52,36.8,67.3,2151.923077
KY,Kentucky,15-Apr-20,6633,46.2,14357.14286,698,4.9,1079,49.5,35.5,63.5,2179.79798
KY,Kentucky,16-Apr-20,6522,46.1,14147.50542,618,4.4,1041,49,35.9,62.2,2124.489796
KY,Kentucky,17-Apr-20,6568,46.2,14216.45022,618,4.3,1030,49,36.1,61.9,2102.040816
KY,Kentucky,18-Apr-20,6333,44.6,14199.55157,595,4.2,1031,49.1,36.3,61.9,2099.796334
KY,Kentucky,19-Apr-20,6308,44.6,14143.49776,588,4.2,1043,50,36.6,63.3,2086
KY,Kentucky,20-Apr-20,6583,47,14006.38298,620,4.4,1187,53.7,42.4,65.1,2210.428305
KY,Kentucky,21-Apr-20,6886,49.4,13939.27126,601,4.3,1236,55.4,44.7,66.1,2231.046931
KY,Kentucky,22-Apr-20,7161,51.3,13959.06433,627,4.5,1265,56.2,45.2,67.2,2250.88968
KY,Kentucky,23-Apr-20,7256,52.1,13927.06334,599,4.3,1240,55.5,44.4,66.7,2234.234234
KY,Kentucky,24-Apr-20,7026,49,14338.77551,586,4.1,1218,56.2,48,64.3,2167.259786
KY,Kentucky,25-Apr-20,6858,47.8,14347.28033,629,4.4,1209,54.5,45,64,2218.348624
KY,Kentucky,26-Apr-20,6675,46.6,14324.03433,544,3.8,1150,51.9,42.9,60.8,2215.799615
KY,Kentucky,27-Apr-20,6945,47.8,14529.2887,568,3.9,1178,52.5,43.3,61.7,2243.809524
KY,Kentucky,28-Apr-20,7394,50.7,14583.82643,590,4,1223,54.7,45.3,64.1,2235.83181
KY,Kentucky,29-Apr-20,7537,51.5,14634.95146,601,4.1,1257,56.2,46.4,66,2236.654804
KY,Kentucky,30-Apr-20,7421,50.8,14608.26772,572,3.9,1291,58,47.5,68.5,2225.862069
KY,Kentucky,01-May-20,7551,51.7,14605.41586,547,3.7,1268,57.1,47.6,66.6,2220.665499
KY,Kentucky,02-May-20,7226,49.5,14597.9798,527,3.6,1236,54.8,45.1,64.5,2255.474453
KY,Kentucky,03-May-20,7018,48.1,14590.43659,556,3.8,1260,55.8,46.6,65,2258.064516
KY,Kentucky,04-May-20,7335,49.7,14758.55131,570,3.9,1321,57.8,48.2,67.5,2285.467128
KY,Kentucky,05-May-20,7524,50.9,14781.92534,610,4.1,1334,58.2,47.6,68.9,2292.09622
KY,Kentucky,06-May-20,7549,51.1,14772.99413,569,3.9,1317,57.5,47.7,67.4,2290.434783
KY,Kentucky,07-May-20,7646,51.9,14732.17726,589,4,1309,57.1,46.8,67.3,2292.469352
KY,Kentucky,08-May-20,7524,51,14752.94118,654,4.4,1274,55.5,45.3,65.8,2295.495495
KY,Kentucky,09-May-20,7375,50.4,14632.93651,527,3.6,1279,55.7,44.8,66.6,2296.229803
KY,Kentucky,10-May-20,7053,47.7,14786.16352,473,3.2,1223,53.6,42.9,64.3,2281.716418
KY,Kentucky,11-May-20,7378,50.2,14697.21116,484,3.3,1231,54.6,44.5,64.8,2254.578755
KY,Kentucky,12-May-20,7804,52.9,14752.36295,571,3.9,1199,53.9,44,63.7,2224.489796
KY,Kentucky,13-May-20,7881,53.7,14675.97765,464,3.2,1277,56.7,45.4,68.1,2252.204586
KY,Kentucky,14-May-20,8093,54.8,14768.24818,508,3.4,1276,56.7,46.2,67.1,2250.440917
KY,Kentucky,15-May-20,8203,55.5,14780.18018,474,3.2,1351,60.1,49.4,70.8,2247.920133
KY,Kentucky,16-May-20,7838,53.1,14760.82863,496,3.4,1420,61.5,50.2,72.9,2308.943089
KY,Kentucky,17-May-20,7657,50.9,15043.222,595,4,1388,59.3,47.6,70.9,2340.640809
KY,Kentucky,18-May-20,8105,53.9,15037.10575,519,3.5,1416,60.7,49,72.3,2332.784185
KY,Kentucky,19-May-20,8511,56.5,15063.71681,555,3.7,1461,62.6,51.2,73.9,2333.865815
KY,Kentucky,20-May-20,8729,58.1,15024.09639,497,3.3,1455,62.3,51,73.5,2335.473515
KY,Kentucky,21-May-20,8685,57.9,15000,560,3.7,1458,61,48.5,73.5,2390.163934
KY,Kentucky,22-May-20,8752,58.4,14986.30137,539,3.6,1486,61,47.5,74.5,2436.065574
KY,Kentucky,23-May-20,8302,55.5,14958.55856,499,3.3,1428,60.4,47.3,73.6,2364.238411
KY,Kentucky,24-May-20,7901,52.8,14964.01515,441,2.9,1394,58.9,46.3,71.5,2366.72326
KY,Kentucky,25-May-20,7846,52.2,15030.65134,534,3.6,1400,57.5,45.7,69.3,2434.782609
KY,Kentucky,26-May-20,8331,55.6,14983.81295,596,4,1467,59.6,47,72.2,2461.409396
KY,Kentucky,27-May-20,8993,59.9,15013.35559,609,4.1,1515,61,48,73.9,2483.606557
KY,Kentucky,28-May-20,8631,58.6,14728.66894,592,4,1476,57.5,48,67,2566.956522
KY,Kentucky,29-May-20,7908,55.2,14326.08696,443,3.1,1170,55.3,45.2,65.5,2115.732369
KY,Kentucky,30-May-20,7809,54.1,14434.38078,399,2.8,1168,55.9,46.1,65.8,2089.445438
KY,Kentucky,31-May-20,7536,51.9,14520.23121,331,2.3,1140,53.4,45,61.8,2134.831461
KY,Kentucky,01-Jun-20,7682,53.2,14439.84962,426,3,1178,55.2,46,64.4,2134.057971
KY,Kentucky,02-Jun-20,8365,56.7,14753.08642,428,2.9,1235,56.6,47.2,65.9,2181.978799
KY,Kentucky,03-Jun-20,8837,59.1,14952.62267,430,2.9,1276,56.5,45.1,67.9,2258.40708
KY,Kentucky,04-Jun-20,9130,60.7,15041.18616,514,3.4,1473,60.7,47.9,73.5,2426.688633
KY,Kentucky,05-Jun-20,9059,58.8,15406.46259,514,3.3,1510,60.8,48.6,73,2483.552632
KY,Kentucky,06-Jun-20,8573,56.9,15066.78383,436,2.9,1411,58.6,47.9,69.3,2407.849829
KY,Kentucky,07-Jun-20,7605,52.9,14376.18147,302,2.1,1138,52.3,43.5,61,2175.908222
KY,Kentucky,08-Jun-20,7888,57,13838.59649,360,2.6,1212,60.1,53.4,66.9,2016.638935
KY,Kentucky,09-Jun-20,8619,62.6,13768.37061,399,2.9,1293,64.5,58.2,70.9,2004.651163
KY,Kentucky,10-Jun-20,9355,63.5,14732.28346,354,2.4,1393,62.1,55.2,69,2243.1562
KY,Kentucky,11-Jun-20,8643,62.3,13873.19422,488,3.5,1275,63.9,57.2,70.6,1995.305164
KY,Kentucky,12-Jun-20,8581,61.4,13975.57003,465,3.3,1308,66,59.3,72.7,1981.818182
KY,Kentucky,13-Jun-20,8540,59.8,14280.93645,359,2.5,1484,67.2,58,76.3,2208.333333
KY,Kentucky,14-Jun-20,8162,57.4,14219.5122,374,2.6,1424,65.1,54.4,75.9,2187.403994
KY,Kentucky,15-Jun-20,8087,57.8,13991.34948,437,3.1,1444,66.8,56.7,77,2161.676647
KY,Kentucky,16-Jun-20,8784,61.6,14259.74026,371,2.6,1458,65.6,56.5,74.8,2222.560976
KY,Kentucky,17-Jun-20,8891,64.8,13720.67901,389,2.8,1457,69,55.3,82.8,2111.594203
KY,Kentucky,18-Jun-20,9163,63.9,14339.59311,576,4,1525,70,61.4,78.7,2178.571429
KY,Kentucky,19-Jun-20,8907,63.3,14071.09005,567,4,1447,68.4,59.6,77.1,2115.497076
KY,Kentucky,20-Jun-20,8616,59.3,14529.51096,466,3.2,1352,65.4,52.8,77.9,2067.278287
KY,Kentucky,21-Jun-20,7702,54.4,14158.08824,333,2.4,1223,60.1,52,68.2,2034.941764
KY,Kentucky,22-Jun-20,8184,58.4,14013.69863,433,3.1,1237,62.5,53.9,71,1979.2
KY,Kentucky,23-Jun-20,5031,57.2,8795.454545,223,2.5,565,60.1,50.2,70.1,940.0998336
KY,Kentucky,24-Jun-20,5268,60.4,8721.854305,308,3.5,462,57.2,43.9,70.4,807.6923077
KY,Kentucky,25-Jun-20,9661,67.7,14270.31019,758,5.3,1380,68.6,59.9,77.2,2011.661808
